SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR,Type
245,Care Homoeo Laboratory,Bryonia Alb.,Liquid,FALSE,H-45-A-4,Homeopathic
246,Care Homoeo Laboratory,Avena Sativa,Liquid,FALSE,H-45-A-5,Homeopathic
247,Care Homoeo Laboratory,Cinchona Officinalis,Liquid,FALSE,H-45-A-6,Homeopathic
248,Care Homoeo Laboratory,Nux Vomica,Liquid,FALSE,H-45-A-7,Homeopathic
249,Care Homoeo Laboratory,Baptisia Tinctoria,Liquid,FALSE,H-45-A-8,Homeopathic
250,Care Homoeo Laboratory,Berberis Vulgaris,Liquid,FALSE,H-45-A-9,Homeopathic
251,Care Homoeo Laboratory,Thuja Occidentalis,Liquid,FALSE,H-45-A-10,Homeopathic
252,Care Homoeo Laboratory,Ipecacuanha,Liquid,FALSE,H-45-A-11,Homeopathic
253,Care Homoeo Laboratory,Sarsaparilla,Liquid,FALSE,H-45-A-12,Homeopathic
254,Deeplaid Laboratories Ltd. (Homoeo),Justicia Adhatoda,Liquid,FALSE,H-72-A-001,Homeopathic
255,Deeplaid Laboratories Ltd. (Homoeo),Carduas Marianus,Liquid,FALSE,H-72-A-002,Homeopathic
256,Deeplaid Laboratories Ltd. (Homoeo),Avena Sativa,Liquid,FALSE,H-72-A-003,Homeopathic
257,Deeplaid Laboratories Ltd. (Homoeo),Medicago Sativa,Liquid,FALSE,H-72-A-004,Homeopathic
258,Deeplaid Laboratories Ltd. (Homoeo),Belladonna,Liquid,FALSE,H-72-A-005,Homeopathic
259,Deeplaid Laboratories Ltd. (Homoeo),Cinchona Officinalis,Liquid,FALSE,H-72-A-006,Homeopathic
260,Deeplaid Laboratories Ltd. (Homoeo),Calendula Officinalis,Liquid,FALSE,H-72-A-007,Homeopathic
261,Deeplaid Laboratories Ltd. (Homoeo),Andrographis Paniculata,Liquid,FALSE,H-72-A-008,Homeopathic
262,Deeplaid Laboratories Ltd. (Homoeo),Nux Vomica,Liquid,FALSE,H-72-A-009,Homeopathic
263,Deeplaid Laboratories Ltd. (Homoeo),Pulsatilla,Liquid,FALSE,H-72-A-010,Homeopathic
264,Deeplaid Laboratories Ltd. (Homoeo),Rauwolfia Serpentina,Liquid,FALSE,H-72-A-011,Homeopathic
265,Deeplaid Laboratories Ltd. (Homoeo),Syzygium Jambolanum,Liquid,FALSE,H-72-A-012,Homeopathic
266,Deeplaid Laboratories Ltd. (Homoeo),Calcarea Fluorica,Tablet,Calcarea Fluorica,H-72-A-013,Homeopathic
267,Deeplaid Laboratories Ltd. (Homoeo),Calcarea Phosphorica,Tablet,Calcarea Phosphorica,H-72-A-014,Homeopathic
268,Deeplaid Laboratories Ltd. (Homoeo),Ferrum Phosphorica,Tablet,Ferrum Phosphoricum,H-72-A-015,Homeopathic
269,Deeplaid Laboratories Ltd. (Homoeo),Kali Phosphoricum,Tablet,Kali Phosphoricum,H-72-A-016,Homeopathic
270,Deeplaid Laboratories Ltd. (Homoeo),Kali Muriaticum,Tablet,Kali Muriaticum,H-72-A-017,Homeopathic
271,Deeplaid Laboratories Ltd. (Homoeo),Magnesia Phosphoricum,Tablet,Magnesia Phosphorica,H-72-A-018,Homeopathic
272,Deeplaid Laboratories Ltd. (Homoeo),Natrum Phosphoricum,Tablet,Natrum Phosphoricum,H-72-A-019,Homeopathic
273,Deeplaid Laboratories Ltd. (Homoeo),Natrum Muriaticum,Tablet,Natrum Muriaticum,H-72-A-020,Homeopathic
274,Deeplaid Laboratories Ltd. (Homoeo),Natrum Sulphuricum,Tablet,Natrum Sulphuricum,H-72-A-021,Homeopathic
275,Deeplaid Laboratories Ltd. (Homoeo),Silicea,Tablet,Silicea,H-72-A-022,Homeopathic
276,Deeplaid Laboratories Ltd. (Homoeo),Acid Phosphoricum,Liquid,FALSE,H-72-A-023,Homeopathic
277,Deeplaid Laboratories Ltd. (Homoeo),Apis Melifica,Liquid,FALSE,H-72-A-024,Homeopathic
278,Deeplaid Laboratories Ltd. (Homoeo),Jonosia Ashoka,Liquid,FALSE,H-72-A-025,Homeopathic
279,Deeplaid Laboratories Ltd. (Homoeo),Agnus Cast,Liquid,FALSE,H-72-A-026,Homeopathic
280,Deeplaid Laboratories Ltd. (Homoeo),Amloki,Liquid,FALSE,H-72-A-027,Homeopathic
281,Deeplaid Laboratories Ltd. (Homoeo),Aconite Napellus,Liquid,FALSE,H-72-A-028,Homeopathic
282,Deeplaid Laboratories Ltd. (Homoeo),Ashvaggandha,Liquid,FALSE,H-72-A-029,Homeopathic
283,Deeplaid Laboratories Ltd. (Homoeo),Terminalia Arjuna,Liquid,FALSE,H-72-A-030,Homeopathic
284,Deeplaid Laboratories Ltd. (Homoeo),Berberis Vulgaris,Liquid,FALSE,H-72-A-031,Homeopathic
285,Deeplaid Laboratories Ltd. (Homoeo),Blatta Orientalis,Liquid,FALSE,H-72-A-032,Homeopathic
286,Deeplaid Laboratories Ltd. (Homoeo),Chelidonium Majus,Liquid,FALSE,H-72-A-032,Homeopathic
287,Deeplaid Laboratories Ltd. (Homoeo),Cantharis,Liquid,FALSE,H-72-A-034,Homeopathic
288,Deeplaid Laboratories Ltd. (Homoeo),Crataegus Oxycanthas,Liquid,FALSE,H-72-A-035,Homeopathic
289,Deeplaid Laboratories Ltd. (Homoeo),Cassia Sophera,Liquid,FALSE,H-72-A-036,Homeopathic
290,Deeplaid Laboratories Ltd. (Homoeo),Damiana,Liquid,FALSE,H-72-A-037,Homeopathic
291,Deeplaid Laboratories Ltd. (Homoeo),Kreosotum,Liquid,FALSE,H-72-A-038,Homeopathic
292,Deeplaid Laboratories Ltd. (Homoeo),Kurchi,Liquid,FALSE,H-72-A-039,Homeopathic
293,Deeplaid Laboratories Ltd. (Homoeo),Hydrastis Canadensis,Liquid,FALSE,H-72-A-040,Homeopathic
294,Deeplaid Laboratories Ltd. (Homoeo),Gossypium,Liquid,FALSE,H-72-A-041,Homeopathic
295,Deeplaid Laboratories Ltd. (Homoeo),Plantago Major,Liquid,FALSE,H-72-A-042,Homeopathic
296,Deeplaid Laboratories Ltd. (Homoeo),Panus Lambertiana,Liquid,FALSE,H-72-A-043,Homeopathic
297,Deeplaid Laboratories Ltd. (Homoeo),Passiflora Incarnata,Liquid,FALSE,H-72-A-044,Homeopathic
298,Deeplaid Laboratories Ltd. (Homoeo),Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-72-A-045,Homeopathic
299,Deeplaid Laboratories Ltd. (Homoeo),Kali Sulphuricum 3X,Tablet,Kali Sulph 3X,H-72-A-046,Homeopathic
300,Deeplaid Laboratories Ltd. (Homoeo),Hepar Sulphuris Calcareum,Tablet,Heper Sulphurics Calcareum,H-72-A-047,Homeopathic
301,Deeplaid Laboratories Ltd. (Homoeo),Selenium,Tablet,Selenium,H-72-A-048,Homeopathic
302,Deeplaid Laboratories Ltd. (Homoeo),Titanium,Tablet,Titanium,H-72-A-049,Homeopathic
303,Deeplaid Laboratories Ltd. (Homoeo),Carbo Vagetabilis,Tablet,Carbo Vagetabilis,H-72-A-050,Homeopathic
304,Deeplaid Laboratories Ltd. (Homoeo),Globules,Tablet,Globules,H-72-A-051,Homeopathic
305,Deeplaid Laboratories Ltd. (Homoeo),Aralia Racemosa,Liquid,FALSE,H-72-A-052,Homeopathic
306,Deeplaid Laboratories Ltd. (Homoeo),Arnica Montana,Liquid,FALSE,H-72-A-053,Homeopathic
307,Deeplaid Laboratories Ltd. (Homoeo),Baptisia Tinctoria,Liquid,FALSE,H-72-A-054,Homeopathic
308,Deeplaid Laboratories Ltd. (Homoeo),Bryonia Alba,Liquid,FALSE,H-72-A-055,Homeopathic
309,Deeplaid Laboratories Ltd. (Homoeo),Capsicum Annum,Liquid,FALSE,H-72-A-056,Homeopathic
310,Deeplaid Laboratories Ltd. (Homoeo),Ceanothus Americanus,Liquid,FALSE,H-72-A-057,Homeopathic
311,Deeplaid Laboratories Ltd. (Homoeo),Cimicifuga,Liquid,FALSE,H-72-A-058,Homeopathic
312,Deeplaid Laboratories Ltd. (Homoeo),Collinsonia Canadensis,Liquid,FALSE,H-72-A-059,Homeopathic
313,Deeplaid Laboratories Ltd. (Homoeo),Colocynthis,Liquid,FALSE,H-72-A-060,Homeopathic
314,Deeplaid Laboratories Ltd. (Homoeo),Drosera Rotundifolia,Liquid,FALSE,H-72-A-061,Homeopathic
315,Deeplaid Laboratories Ltd. (Homoeo),Gelsemium Sempervirens,Liquid,Gelsemium Sempervirens,H-72-A-062,Homeopathic
316,Deeplaid Laboratories Ltd. (Homoeo),Hamamelis Virginaca,Liquid,FALSE,H-72-A-063,Homeopathic
317,Deeplaid Laboratories Ltd. (Homoeo),Hydrocotyle Asiatica,Liquid,FALSE,H-72-A-064,Homeopathic
318,Deeplaid Laboratories Ltd. (Homoeo),Ipecacuanha,Liquid,FALSE,H-72-A-065,Homeopathic
319,Deeplaid Laboratories Ltd. (Homoeo),Lycopodium Clavatum,Liquid,FALSE,H-72-A-066,Homeopathic
320,Deeplaid Laboratories Ltd. (Homoeo),Nuphar Lutea,Liquid,FALSE,H-72-A-067,Homeopathic
321,Deeplaid Laboratories Ltd. (Homoeo),Phytolacca Decandra,Liquid,FALSE,H-72-A-068,Homeopathic
322,Deeplaid Laboratories Ltd. (Homoeo),Quassia Amara,Liquid,FALSE,H-72-A-069,Homeopathic
323,Deeplaid Laboratories Ltd. (Homoeo),Rhus Toxcodendron,Liquid,FALSE,H-72-A-070,Homeopathic
324,Deeplaid Laboratories Ltd. (Homoeo),Sabal Serrulata,Liquid,FALSE,H-72-A-071,Homeopathic
325,Deeplaid Laboratories Ltd. (Homoeo),Salix Nigra,Liquid,FALSE,H-72-A-072,Homeopathic
326,Deeplaid Laboratories Ltd. (Homoeo),Sarsaparilla,Liquid,FALSE,H-72-A-073,Homeopathic
327,Deeplaid Laboratories Ltd. (Homoeo),Thuja Occidentalis,Liquid,FALSE,H-72-A-074,Homeopathic
328,Deeplaid Laboratories Ltd. (Homoeo),Ustilago Maidis,Liquid,FALSE,H-72-A-075,Homeopathic
329,Deeplaid Laboratories Ltd. (Homoeo),Zingiber Officinale,Liquid,FALSE,H-72-A-076,Homeopathic
330,Deeplaid Laboratories Ltd. (Homoeo),Cina,Liquid,FALSE,H-72-A-077,Homeopathic
331,Deeplaid Laboratories Ltd. (Homoeo),Dioscorea Villosa,Liquid,FALSE,H-72-A-078,Homeopathic
332,Deeplaid Laboratories Ltd. (Homoeo),Echinacea Angustifolia,Liquid,FALSE,H-72-A-079,Homeopathic
333,Deeplaid Laboratories Ltd. (Homoeo),Allium Cepa,Liquid,FALSE,H-72-A-080,Homeopathic
334,Deeplaid Laboratories Ltd. (Homoeo),Allium Sativum,Liquid,Allium Sativum,H-72-A-081,Homeopathic
335,Deeplaid Laboratories Ltd. (Homoeo),Aloe Socotrina,Liquid,Aloe Socotrina,H-72-A-082,Homeopathic
336,Deeplaid Laboratories Ltd. (Homoeo),Apocynum Cannabinum,Liquid,FALSE,H-72-A-083,Homeopathic
337,Deeplaid Laboratories Ltd. (Homoeo),Azadirachta Indica,Liquid,FALSE,H-72-A-084,Homeopathic
338,Deeplaid Laboratories Ltd. (Homoeo),Abroma Augusta,Liquid,FALSE,H-72-A-085,Homeopathic
339,Deeplaid Laboratories Ltd. (Homoeo),Digitalis Purpuea,Liquid,FALSE,H-72-A-086,Homeopathic
340,Deeplaid Laboratories Ltd. (Homoeo),Ficus Religiose,Liquid,FALSE,H-72-A-087,Homeopathic
341,Deeplaid Laboratories Ltd. (Homoeo),Gymnema Sylvestre,Liquid,FALSE,H-72-A-088,Homeopathic
342,Deeplaid Laboratories Ltd. (Homoeo),Senega,Liquid,FALSE,H-72-A-089,Homeopathic
343,Deeplaid Laboratories Ltd. (Homoeo),Spongia Tosta,Liquid,FALSE,H-72-A-090,Homeopathic
344,Deeplaid Laboratories Ltd. (Homoeo),Staphysagria,Liquid,FALSE,H-72-A-091,Homeopathic
345,Deeplaid Laboratories Ltd. (Homoeo),Sepia,Liquid,FALSE,H-72-A-092,Homeopathic
346,Deeplaid Laboratories Ltd. (Homoeo),Tabacum,Liquid,FALSE,H-72-A-093,Homeopathic
347,Deeplaid Laboratories Ltd. (Homoeo),Trabulus Terrestris,Liquid,FALSE,H-72-A-094,Homeopathic
348,Deeplaid Laboratories Ltd. (Homoeo),Borax,Liquid,FALSE,H-72-A-095,Homeopathic
349,Deeplaid Laboratories Ltd. (Homoeo),Calotropis Gigantia,Liquid,FALSE,H-72-A-096,Homeopathic
350,Deeplaid Laboratories Ltd. (Homoeo),Adonis Vernalis,Liquid,FALSE,H-72-A-097,Homeopathic
351,Deeplaid Laboratories Ltd. (Homoeo),Aletris Farinosa,Liquid,FALSE,H-72-A-098,Homeopathic
352,Deeplaid Laboratories Ltd. (Homoeo),Euphrasia Officinalis,Liquid,FALSE,H-72-A-099,Homeopathic
353,Deeplaid Laboratories Ltd. (Homoeo),Chamomilla,Liquid,FALSE,H-72-A-100,Homeopathic
354,Deeplaid Laboratories Ltd. (Homoeo),Condurango,Liquid,FALSE,H-72-A-101,Homeopathic
355,Deeplaid Laboratories Ltd. (Homoeo),Lobella Inflanta,Liquid,FALSE,H-72-A-102,Homeopathic
356,Deeplaid Laboratories Ltd. (Homoeo),Millefolium,Liquid,FALSE,H-72-A-103,Homeopathic
357,Deeplaid Laboratories Ltd. (Homoeo),Ocimum Sanctum,Liquid,FALSE,H-72-A-104,Homeopathic
358,Deeplaid Laboratories Ltd. (Homoeo),Ratanhia,Liquid,FALSE,H-72-A-105,Homeopathic
359,Deeplaid Laboratories Ltd. (Homoeo),Rumex Crispus,Liquid,FALSE,H-72-A-106,Homeopathic
360,Deeplaid Laboratories Ltd. (Homoeo),Sambucus Nigra,Liquid,FALSE,H-72-A-107,Homeopathic
361,Deeplaid Laboratories Ltd. (Homoeo),Senecio Aureus,Liquid,FALSE,H-72-A-108,Homeopathic
362,Deeplaid Laboratories Ltd. (Homoeo),Urtica Urens,Liquid,FALSE,H-72-A-109,Homeopathic
363,Deeplaid Laboratories Ltd. (Homoeo),Vibrunum Prunifollium,Liquid,FALSE,H-72-A-110,Homeopathic
364,Deeplaid Laboratories Ltd. (Homoeo),Alstonia Scholaris,Liquid,FALSE,H-72-A-111,Homeopathic
365,Deeplaid Laboratories Ltd. (Homoeo),Bellis Perennis,Liquid,FALSE,H-72-A-112,Homeopathic
366,Deeplaid Laboratories Ltd. (Homoeo),Chaparro Amargoso,Liquid,FALSE,H-72-A-113,Homeopathic
367,Deeplaid Laboratories Ltd. (Homoeo),Fraxinus Americana,Liquid,FALSE,H-72-A-114,Homeopathic
368,Deeplaid Laboratories Ltd. (Homoeo),Fucus Vesiculosus,Liquid,FALSE,H-72-A-115,Homeopathic
369,Deeplaid Laboratories Ltd. (Homoeo),Ginseng,Liquid,FALSE,H-72-A-116,Homeopathic
370,Deeplaid Laboratories Ltd. (Homoeo),Iris Versicolor,Liquid,FALSE,H-72-A-117,Homeopathic
371,Deeplaid Laboratories Ltd. (Homoeo),Jaborandi,Liquid,FALSE,H-72-A-118,Homeopathic
372,Deeplaid Laboratories Ltd. (Homoeo),Ledum Palustre,Liquid,FALSE,H-72-A-119,Homeopathic
373,Deeplaid Laboratories Ltd. (Homoeo),Mentha Piperita,Liquid,FALSE,H-72-A-120,Homeopathic
374,Deeplaid Laboratories Ltd. (Homoeo),Myrica Cerifera,Liquid,FALSE,H-72-A-121,Homeopathic
375,Deeplaid Laboratories Ltd. (Homoeo),Arsenicum Sulphuratum Flavum,Tablet,Arsenicum Sulphuratum Flavum 3X,H-72-A-122,Homeopathic
376,Deeplaid Laboratories Ltd. (Homoeo),Graphites 3X,Tablet,Graphites 3X,H-72-A-123,Homeopathic
377,Deeplaid Laboratories Ltd. (Homoeo),Mercurius Solubilis 3X,Tablet,Mercuris Solubilis 3X,H-72-A-124,Homeopathic
378,Deeplaid Laboratories Ltd. (Homoeo),Chrysarobinum 3X,Tablet,Chrysarobinum 3 X,H-72-A-125,Homeopathic
379,Deeplaid Laboratories Ltd. (Homoeo),Oleum Jac 3X,Tablet,Oleum Jac 3X,H-72-A-126,Homeopathic
380,Deeplaid Laboratories Ltd. (Homoeo),Hecla Lava 3X,Tablet,Hekla Lava/Hecla Lava,H-72-A-127,Homeopathic
381,Deeplaid Laboratories Ltd. (Homoeo),Baryta Carbonica,Tablet,Baryta Carbonica 3X,H-72-A-128,Homeopathic
382,Deeplaid Laboratories Ltd. (Homoeo),Magnesia Carbonica,Tablet,Magnesia Carbonica 3X,H-72-A-129,Homeopathic
383,Deeplaid Laboratories Ltd. (Homoeo),Podophyllum Peltatum,Liquid,FALSE,H-72-A-130,Homeopathic
384,Deeplaid Laboratories Ltd. (Homoeo),Sabina,Liquid,FALSE,H-72-A-131,Homeopathic
385,Deeplaid Laboratories Ltd. (Homoeo),Senna,Liquid,FALSE,H-72-A-132,Homeopathic
386,Deeplaid Laboratories Ltd. (Homoeo),Secale Cornutum,Liquid,FALSE,H-72-A-133,Homeopathic
387,Deeplaid Laboratories Ltd. (Homoeo),Teucrium MV,Liquid,FALSE,H-72-A-134,Homeopathic
388,Deeplaid Laboratories Ltd. (Homoeo),Xanthoxylum,Liquid,FALSE,H-72-A-135,Homeopathic
389,Deeplaid Laboratories Ltd. (Homoeo),Blumea Odorata,Liquid,FALSE,H-72-A-136,Homeopathic
390,Deeplaid Laboratories Ltd. (Homoeo),Carica Papaya,Liquid,FALSE,H-72-A-137,Homeopathic
391,Deeplaid Laboratories Ltd. (Homoeo),Cephalandra Indica,Liquid,FALSE,H-72-A-138,Homeopathic
392,Deeplaid Laboratories Ltd. (Homoeo),Chionanthus Virginica,Liquid,FALSE,H-72-A-139,Homeopathic
393,Deeplaid Laboratories Ltd. (Homoeo),Chirata,Liquid,FALSE,H-72-A-140,Homeopathic
394,Deeplaid Laboratories Ltd. (Homoeo),Viburnum Opulus,Liquid,FALSE,H-72-A-141,Homeopathic
395,Deeplaid Laboratories Ltd. (Homoeo),Aurum Muriaticum Natronatum,Tablet,Aurum Muriaticum Natronatum 3X,H-72-A-142,Homeopathic
396,Deeplaid Laboratories Ltd. (Homoeo),Aurum Metallicum 3X,Tablet,Aurum Metallicum 3X,H-72-A-143,Homeopathic
397,Deeplaid Laboratories Ltd. (Homoeo),Alumina 3X,Tablet,Alumina 3X,H-72-A-144,Homeopathic
398,Deeplaid Laboratories Ltd. (Homoeo),Santoninum,Tablet,Santoninum 3X,H-72-A-145,Homeopathic
399,Deeplaid Laboratories Ltd. (Homoeo),Zinc Metallicum 3X,Tablet,Zinc Metallicum 3X,H-72-A-146,Homeopathic
400,Deeplaid Laboratories Ltd. (Homoeo),Uranium Nitricum 3X,Tablet,Uranium Nitricum 3X,H-72-A-147,Homeopathic
401,Deeplaid Laboratories Ltd. (Homoeo),Colesterinum 3X,Tablet,Cholesterinum 3X,H-72-A-148,Homeopathic
402,Deeplaid Laboratories Ltd. (Homoeo),Abies Canadensis,Liquid,FALSE,H-72-A-149,Homeopathic
403,Deeplaid Laboratories Ltd. (Homoeo),Abies Nigra,Liquid,FALSE,H-72-A-150,Homeopathic
404,Deeplaid Laboratories Ltd. (Homoeo),Absinthium,Liquid,FALSE,H-72-A-151,Homeopathic
405,Deeplaid Laboratories Ltd. (Homoeo),Acalypha Indica,Liquid,FALSE,H-72-A-152,Homeopathic
406,Deeplaid Laboratories Ltd. (Homoeo),Achyranthes Aspera,Liquid,FALSE,H-72-A-153,Homeopathic
407,Deeplaid Laboratories Ltd. (Homoeo),Aesculus Hippocastanum,Liquid,FALSE,H-72-A-154,Homeopathic
408,Deeplaid Laboratories Ltd. (Homoeo),Agaricus Muscarius,Liquid,FALSE,H-72-A-155,Homeopathic
409,Deeplaid Laboratories Ltd. (Homoeo),Bovista,Liquid,FALSE,H-72-A-156,Homeopathic
410,Deeplaid Laboratories Ltd. (Homoeo),Cochlearia Armoracia,Liquid,FALSE,H-72-A-157,Homeopathic
411,Deeplaid Laboratories Ltd. (Homoeo),Pathar Kuchi,Liquid,FALSE,H-72-A-158,Homeopathic
412,Deeplaid Laboratories Ltd. (Homoeo),Causticum,Liquid,FALSE,H-72-A-159,Homeopathic
413,Deeplaid Laboratories Ltd. (Homoeo),Cinnamomum,Liquid,FALSE,H-72-A-160,Homeopathic
414,Deeplaid Laboratories Ltd. (Homoeo),Convallaria Majalis,Liquid,FALSE,H-72-A-161,Homeopathic
415,Deeplaid Laboratories Ltd. (Homoeo),Abroma Rad,Liquid,FALSE,H-72-A-162,Homeopathic
416,Deeplaid Laboratories Ltd. (Homoeo),Aegle Folia,Liquid,FALSE,H-72-A-163,Homeopathic
417,Deeplaid Laboratories Ltd. (Homoeo),Aeglemar,Liquid,FALSE,H-72-A-164,Homeopathic
418,Deeplaid Laboratories Ltd. (Homoeo),Thlaspi Bursa Pastories,Liquid,FALSE,H-72-A-165,Homeopathic
419,Deeplaid Laboratories Ltd. (Homoeo),Uva Ursi,Liquid,FALSE,H-72-A-166,Homeopathic
420,Deeplaid Laboratories Ltd. (Homoeo),Asparagus Officinalis,Liquid,FALSE,H-72-A-167,Homeopathic
421,Deeplaid Laboratories Ltd. (Homoeo),Atista Ind,Liquid,FALSE,H-72-A-168,Homeopathic
422,Deeplaid Laboratories Ltd. (Homoeo),Atista Rad,Liquid,FALSE,H-72-A-169,Homeopathic
423,Deeplaid Laboratories Ltd. (Homoeo),Polygonum Punctatum,Liquid,FALSE,H-72-A-170,Homeopathic
424,Deeplaid Laboratories Ltd. (Homoeo),Brahmi,Liquid,FALSE,H-72-A-171,Homeopathic
425,Deeplaid Laboratories Ltd. (Homoeo),Gaultheria,Liquid,FALSE,H-72-A-172,Homeopathic
426,Deeplaid Laboratories Ltd. (Homoeo),DP Rawol,Drops,Aurum Iodide 200 X + Conium Mac 6X + Glonoinum 2X + Kali Phos 6X + Kalmia L 3X + Lycopodium C 3X + Rawolfia Ser 3X + Viscum Alb 2X,H-72-A-173,Homeopathic
427,Deeplaid Laboratories Ltd. (Homoeo),DP Damia,Drops,FALSE,H-72-A-174,Homeopathic
428,Deeplaid Laboratories Ltd. (Homoeo),DP Mina,Drops,Alumina 5X + Bryonia Alba 5X + Colocynthis 6X + Graphitis 10X + Hydrastis Can 3X + Mag. Mur 12X + Nux Vomica 10X + Opium 30X + Plumbum 7X,H-72-A-175,Homeopathic
429,Deeplaid Laboratories Ltd. (Homoeo),DP Skincare,Drops,Antim Crud 10X + Ars. Alb 6X + Graphitis 10X + Mezerium 6X + Rhus Tox 6X + Sulphur 6X + Zinc Met 10X,H-72-A-176,Homeopathic
430,Deeplaid Laboratories Ltd. (Homoeo),DP Rumalaid,Drops,Arsenicum Alb 3X + Dulcamara 4X + Phytolacca 6X + Rhus Tox 12X + Spirea Ulmaria 3X,H-72-A-177,Homeopathic
431,Deeplaid Laboratories Ltd. (Homoeo),DP Dianil,Drops,Acid Lact 4X + Calceria Flourica 6X + Naja Trip 25X + Radium Brom 10X + Scrofularia Nod 6X,H-72-A-178,Homeopathic
432,Deeplaid Laboratories Ltd. (Homoeo),DP Anxi,Tablet,Abrus Precatorium 6C + Aconitum Napellus 6C + Atropa Belladonna 6C + Calendulla Officinalis 6C + Chelidonium Majus 6C + Kali Phos 6X + Viburnum Opulas 6C + Zincum Pic 6C,H-72-A-179,Homeopathic
433,Deeplaid Laboratories Ltd. (Homoeo),DP Mullen,Drops,FALSE,H-72-A-180,Homeopathic
434,Deeplaid Laboratories Ltd. (Homoeo),Boralaid,Tablet,Alumina 6C + Borax 6C + Creosptum 6X + Pulsatilla 6X + Sepia 6C,H-72-A-181,Homeopathic
435,Deeplaid Laboratories Ltd. (Homoeo),Blatadys,Drops,FALSE,H-72-A-182,Homeopathic
436,Deeplaid Laboratories Ltd. (Homoeo),DP Lypo,Tablet,FALSE,H-72-A-183,Homeopathic
437,Deeplaid Laboratories Ltd. (Homoeo),DP Nux,Syrup,Anacardium 4X + Arsenicum Alb 5X + Centarium 1X + Leonurus Cardiaca 1X + Nux Vomica 3X,H-72-A-184,Homeopathic
438,Deeplaid Laboratories Ltd. (Homoeo),DP Alfa,Syrup,FALSE,H-72-A-185,Homeopathic
439,Deeplaid Laboratories Ltd. (Homoeo),DP Femolaid,Syrup,FALSE,H-72-A-186,Homeopathic
440,Deeplaid Laboratories Ltd. (Homoeo),DP Cardena,Syrup,FALSE,H-72-A-187,Homeopathic
441,Deeplaid Laboratories Ltd. (Homoeo),DP Belladona,Syrup,FALSE,H-72-A-188,Homeopathic
442,Deeplaid Laboratories Ltd. (Homoeo),Hepalaid,Syrup,FALSE,H-72-A-189,Homeopathic
443,Deeplaid Laboratories Ltd. (Homoeo),DP Basok,Syrup,FALSE,H-72-A-190,Homeopathic
444,Deeplaid Laboratories Ltd. (Homoeo),Hemoride,Syrup,Aesculus 1X + Arnica 2X + Calceria Flourica 6X + Carddus Mar 1X + Collinsonia 1X,H-72-A-191,Homeopathic
445,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 1,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Nat Mur 3X,H-72-A-192,Homeopathic
446,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 2,Tablet,Ferrum Phosphoricum + Kali Phosphoricum + Magnesia Phosphorica + Natrum Muriaticum + Natrum Sulphuricum,H-72-A-193,Homeopathic
447,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 3,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Magnesia Phosphoricum 3X + Nat Sulph 3X,H-72-A-194,Homeopathic
448,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 4,Tablet,Calcaria Fluorica 3X + Kali Mur 3X + Nat Mur 3X + Silicea 6X,H-72-A-195,Homeopathic
449,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 6,Tablet,Ferrum Phosphoricum 3X + Kali Mur 3X + Magnesia Phosphoricum 3X + Nat Sulph 3X + Natrum Mur 6X,H-72-A-196,Homeopathic
450,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 9,Tablet,Ferrum Phos 3X + Kali Mur 3X + Kali Phos 3X + Magnesia Phosphoricum 3X,H-72-A-198,Homeopathic
451,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 11,Tablet,Ferrum Phosphoricum 3X + Kali Mur 3X + Kali Sulph 3X + Nat Mur 3X + Nat Sulph 3X,H-72-A-200,Homeopathic
452,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 12,Tablet,Ferrum Phosphoricum 3X + Kali Phos 3X + Magnesia Phosphoricum 3X + Nat Mur 3X,H-72-A-201,Homeopathic
453,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 13,Tablet,Calcaria Phosphorica 3X + Kali Phos 3X + Kali Sulph 3X + Nat Mur 3X,H-72-A-202,Homeopathic
454,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 15,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X,H-72-A-203,Homeopathic
455,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 17,Tablet,Calcaria Fluorica 3X + Ferrum Phosphoricum 3X + Kali Mur 3X + Kali Phos 3X,H-72-A-204,Homeopathic
456,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 19,Tablet,Ferrum Phosphoricum 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X + Nat Sulph 3X,H-72-A-205,Homeopathic
