SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR,Type
248,Aksim Laboratories (Ayurvedic),Respasil,Capsule,Swaskaschintamoni,AY-61-A-059,Ayurvedic
249,Aksim Laboratories (Ayurvedic),Piloten,Liquid,Kanakarista,AY-61-A-060,Ayurvedic
250,Aksim Laboratories (Ayurvedic),Kushicap,Capsule,Cowhage,AY-61-A-061,Ayurvedic
251,Aksim Laboratories (Ayurvedic),Capgin,Capsule,Ginger,AY-61-A-062,Ayurvedic
252,Aksim Laboratories (Ayurvedic),Aksim Chirata 500,Capsule,Chirata,AY-61-A-063,Ayurvedic
253,Aksim Laboratories (Ayurvedic),Minicol,Capsule,Garlic,AY-61-A-064,Ayurvedic
254,Aksim Laboratories (Ayurvedic),MD 500,Capsule,Jambolan / Syzygium,AY-61-A-065,Ayurvedic
255,Aksim Laboratories (Ayurvedic),Stoma,Capsule,Agrimoni,AY-61-A-066,Ayurvedic
256,Aksim Laboratories (Ayurvedic),Stoma-G,Capsule,Aswagandha,AY-61-A-067,Ayurvedic
257,Aksim Laboratories (Ayurvedic),Bark Fresh,Liquid,Hwema Bark Drink,AY-61-A-068,Ayurvedic
258,Aksim Laboratories (Ayurvedic),Carotacap,Capsule,Wild Carrot,AY-61-A-069,Ayurvedic
259,Aksim Laboratories (Ayurvedic),Nigecap,Capsule,Nigella,AY-61-A-070,Ayurvedic
260,Aksim Laboratories (Ayurvedic),Paniliva,Capsule,Kalamegh,AY-61-A-071,Ayurvedic
261,Aksim Laboratories (Ayurvedic),Rejuva,Syrup,Mritasanjibani (Bajikaran),AY-61-A-072,Ayurvedic
262,Aksim Laboratories (Ayurvedic),Indigen,Liquid,Fig,AY-61-A-073,Ayurvedic
263,Aksim Laboratories (Ayurvedic),Neobela,Liquid,Belladonna,AY-61-A-074,Ayurvedic
264,Aksim Laboratories (Ayurvedic),Stomagin,Liquid,Chinese Rhubarb (China Raucini),AY-61-A-075,Ayurvedic
265,Aksim Laboratories (Ayurvedic),Vinogen,Liquid,Sotamul,AY-61-A-076,Ayurvedic
266,Aksim Laboratories (Ayurvedic),Neolax,Liquid,Bengle Quince,AY-61-A-077,Ayurvedic
267,Aksim Laboratories (Ayurvedic),Neohing,Tablet,Asafoetida,AY-61-A-078,Ayurvedic
268,Aksim Laboratories (Ayurvedic),Neoliva,Liquid,Milk Thistle,AY-61-A-079,Ayurvedic
269,Aksim Laboratories (Ayurvedic),Milk Thistle 70 mg,Capsule,Milk Thistle 70 mg,AY-61-A-080,Ayurvedic
270,Aksim Laboratories (Ayurvedic),Neovas,Liquid,Vasaka / Jastishia,AY-61-A-081,Ayurvedic
271,Aksim Laboratories (Ayurvedic),Neorose,Capsule,Evening Primrose Oil,AY-61-A-082,Ayurvedic
272,Aksim Laboratories (Ayurvedic),Constipa,Liquid,Castor Oil Plant,AY-61-A-083,Ayurvedic
273,Aksim Laboratories (Ayurvedic),Neobrain,Liquid,Ginkgo Biloba,AY-61-A-084,Ayurvedic
274,Aksim Laboratories (Ayurvedic),Peucap,Capsule,Neem,AY-61-A-085,Ayurvedic
275,Aksim Laboratories (Ayurvedic),Senacap,Capsule,Ginseng,AY-61-A-086,Ayurvedic
276,Aksim Laboratories (Ayurvedic),Neoloba,Capsule,Ginkgo Biloba 120 mg,AY-61-A-087,Ayurvedic
277,Aksim Laboratories (Ayurvedic),Neogul,Powder,Ispaghula Husk,AY-61-A-088,Ayurvedic
278,Aksim Laboratories (Ayurvedic),Neodia,Liquid,Jambolan / Syzygium,AY-61-A-089,Ayurvedic
279,Aksim Laboratories (Ayurvedic),Neodina,Liquid,Pipermint/Pudina,AY-61-A-090,Ayurvedic
280,Aksim Laboratories (Ayurvedic),Neogas,Liquid,Sage (Bhui Tulsi),AY-61-A-091,Ayurvedic
281,Aksim Laboratories (Ayurvedic),Roslina,Capsule,Spirulina,AY-61-A-092,Ayurvedic
282,Aksim Laboratories (Ayurvedic),Jasticof,Syrup,Liquorice (Jasthimadhu),AY-61-A-093,Ayurvedic
283,Aksim Laboratories (Ayurvedic),Neoflu,Liquid,Echinacea,AY-61-A-094,Ayurvedic
284,Al-Rej Laboratories (Ay),Arjunarista,Liquid,Arjunarista,AY-18-A-007,Ayurvedic
285,Al-Rej Laboratories (Ay),Ashokarista,Liquid,Ashokarista,AY-18-A-008,Ayurvedic
286,Al-Rej Laboratories (Ay),Jambadyarista,Liquid,Jambadyarista,AY-18-A-009,Ayurvedic
287,Al-Rej Laboratories (Ay),Vasakarista,Liquid,Vasakarista / Vasakasav,AY-18-A-010,Ayurvedic
288,Al-Rej Laboratories (Ay),Sanjivani Rasayan,Liquid,Sanjivani Rasayan,AY-18-A-011,Ayurvedic
289,Al-Rej Laboratories (Ay),Kankasav,Liquid,Kanakasav,AY-18-A-012,Ayurvedic
290,Al-Rej Laboratories (Ay),Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-18-A-013,Ayurvedic
291,Al-Rej Laboratories (Ay),Ashwagandha,Liquid,Ashwagandha,AY-18-A-014,Ayurvedic
292,Al-Rej Laboratories (Ay),Dasamularista,Liquid,Dasamularista,AY-18-A-015,Ayurvedic
293,Al-Rej Laboratories (Ay),Saribadyarista,Liquid,Saribadyarista,AY-18-A-016,Ayurvedic
294,Al-Rej Laboratories (Ay),Mahagni Bati,Tablet,Mahagni Bati,AY-18-A-017,Ayurvedic
295,Al-Rej Laboratories (Ay),Pittantak Louha,Capsule,Pittantak Louha,AY-18-A-018,Ayurvedic
296,Al-Rej Laboratories (Ay),Brihat kamchuramani,Capsule,Brihat Kamchuramani,AY-18-A-019,Ayurvedic
297,Al-Rej Laboratories (Ay),Manmathavra Ras,Capsule,Manmathavra Ras,AY-18-A-020,Ayurvedic
298,Al-Rej Laboratories (Ay),Krimi Mudga Ras,Tablet,Krimi Mudgar Ras,AY-18-A-021,Ayurvedic
299,Al-Rej Laboratories (Ay),Agnitundi Bati,Tablet,Agnitundi Bati,AY-18-A-022,Ayurvedic
300,Al-Rej Laboratories (Ay),Mahalaksmi Bilas,Tablet,Mahalaksmi Bilas (Shirorog),AY-18-A-023,Ayurvedic
301,Al-Rej Laboratories (Ay),Vaskar Lavan,Tablet,Vaskar Lavan,AY-18-A-024,Ayurvedic
302,Al-Rej Laboratories (Ay),Ratibilas Bati,Tablet,Ratibilas Bati,AY-18-A-025,Ayurvedic
303,Al-Rej Laboratories (Ay),Raja Prabartini Bati,Tablet,Raja Prabartini Bati,AY-18-A-026,Ayurvedic
304,Al-Rej Laboratories (Ay),Pradarantak Louha,Capsule,Pradarantak Louha,AY-18-A-027,Ayurvedic
305,Al-Rej Laboratories (Ay),Nabayas Louha,Tablet,Nabayas Louha,AY-18-A-028,Ayurvedic
306,Al-Rej Laboratories (Ay),Lilabilas,Tablet,Lilabilas,AY-18-A-029,Ayurvedic
307,Al-Rej Laboratories (Ay),Kamini Vidravan Ras,Capsule,Kamini Vidravan Ras,AY-18-A-030,Ayurvedic
308,Al-Rej Laboratories (Ay),Joubansatadal,Tablet,Joubansatadal,AY-18-A-031,Ayurvedic
309,Al-Rej Laboratories (Ay),Dhatri Louha,Tablet,Dhatri Louha,AY-18-A-032,Ayurvedic
310,Al-Rej Laboratories (Ay),Brihat Bat Chintamani,Tablet,Brihat Bat Chintamani,AY-18-A-033,Ayurvedic
311,Al-Rej Laboratories (Ay),Brihat Burnachandra Ras,Tablet,Brihat Purnachandra Ras,AY-18-A-034,Ayurvedic
312,Al-Rej Laboratories (Ay),Bahu Mutrantak Ras,Capsule,Bahu Mutrantak Ras,AY-18-A-035,Ayurvedic
313,Al-Rej Laboratories (Ay),Nagendra Bati,Tablet,Nagendra Bati,AY-18-A-036,Ayurvedic
314,Al-Rej Laboratories (Ay),EMID,Liquid,Patrangasav,AY-18-A-001,Ayurvedic
315,Al-Rej Laboratories (Ay),Mburg,Liquid,Balarista,AY-18-A-002,Ayurvedic
316,Al-Rej Laboratories (Ay),Mixis,Liquid,Rohitakarista,AY-18-A-006,Ayurvedic
317,Al-Rej Laboratories (Ay),Arom,Liquid,Mustakarista,AY-18-A-004,Ayurvedic
318,Al-Rej Laboratories (Ay),Rotun,Liquid,Chandanasav,AY-18-A-005,Ayurvedic
319,Al-Rej Laboratories (Ay),Holar,Liquid,Kutajarista,AY-18-A-006,Ayurvedic
320,Alme Laboratories (Ayurvedic),Echina Cold,Capsule,Echinacea,AY-71-A-043,Ayurvedic
321,Alme Laboratories (Ayurvedic),Thistle-B,Capsule,Milk Thistle,AY-71-A-044,Ayurvedic
322,Alme Laboratories (Ayurvedic),Menoace,Capsule,Black Cohosh,AY-71-A-046,Ayurvedic
323,Alme Laboratories (Ayurvedic),Coral-B,Capsule,Brihat Bat Chintamani,AY-71-A-032,Ayurvedic
324,Alme Laboratories (Ayurvedic),Garliace,Capsule,Garlic,AY-71-A-037,Ayurvedic
325,Alme Laboratories (Ayurvedic),S-Max,Capsule,Asparagus,AY-71-A-035,Ayurvedic
326,Alme Laboratories (Ayurvedic),Sperma,Capsule,Joubansatadal,AY-71-A-030,Ayurvedic
327,Alme Laboratories (Ayurvedic),Orthorich 500 mg,Capsule,Jogaraj Guggulu,AY-71-A-033,Ayurvedic
328,Alme Laboratories (Ayurvedic),Ginko-B,Capsule,Ginkgo Biloba,AY-71-A-045,Ayurvedic
329,Alme Laboratories (Ayurvedic),Genseng-B,Capsule,Ginseng,AY-71-A-039,Ayurvedic
330,Alme Laboratories (Ayurvedic),Naspira,Capsule,Spirulina,AY-71-A-040,Ayurvedic
331,Alme Laboratories (Ayurvedic),Fertile Guard,Capsule,Aswagandharista,AY-71-A-036,Ayurvedic
332,Alme Laboratories (Ayurvedic),Nastrum,Capsule,Water Cress,AY-71-A-042,Ayurvedic
333,Alme Laboratories (Ayurvedic),B-Chirata,Capsule,Chirata,AY-71-A-038,Ayurvedic
334,Alme Laboratories (Ayurvedic),S-Care,Semi-Solid,Sukrasanjibani Modak,AY-71-A-025,Ayurvedic
335,Alme Laboratories (Ayurvedic),Siar Oil,Oil (Liquid),Shri Gopal Taila,AY-71-A-021,Ayurvedic
336,Alme Laboratories (Ayurvedic),BN-Oil,Oil (Liquid),Madhyam Narayan Taila,AY-71-A-017,Ayurvedic
337,Alme Laboratories (Ayurvedic),Memo Rich,Syrup,BrahmiRasayan / Sarswatarista,AY-71-A-027,Ayurvedic
338,Alme Laboratories (Ayurvedic),Somifera,Syrup,Aswagandharista,AY-71-A-024,Ayurvedic
339,Alme Laboratories (Ayurvedic),Mucona-B,Syrup,Sanjivani Rasayan,AY-71-A-022,Ayurvedic
340,Alme Laboratories (Ayurvedic),Ucona-B,Syrup,Bhimras,AY-71-A-028,Ayurvedic
341,Alme Laboratories (Ayurvedic),Draksharista,Syrup,Draksharista,AY-71-A-016,Ayurvedic
342,Alme Laboratories (Ayurvedic),Prasarani Sadhan,Syrup,Prasarani Sandhan,AY-71-A-018,Ayurvedic
343,Alme Laboratories (Ayurvedic),Lakshanarista,Syrup,Lakshanarista,AY-71-A-019,Ayurvedic
344,Alme Laboratories (Ayurvedic),Amritarista,Syrup,Amritarista,AY-71-A-020,Ayurvedic
345,Alme Laboratories (Ayurvedic),Jambadyarista,Syrup,Jambadyarista,AY-71-A-023,Ayurvedic
346,Alme Laboratories (Ayurvedic),Manjisthasav,Syrup,Manjisthasav,AY-71-A-026,Ayurvedic
347,Alme Laboratories (Ayurvedic),Abhayarista,Syrup,Abhayarista,AY-71-A-029,Ayurvedic
348,Alme Laboratories (Ayurvedic),Shankhadi Churna,Capsule,Sulantak Churna / Shankhadi Churna,AY-71-A-031,Ayurvedic
349,Alme Laboratories (Ayurvedic),Dashan Sanskar Churna,Powder,Dashan Sanskar Churna,AY-71-A-034,Ayurvedic
350,Alme Laboratories (Ayurvedic),Mritasanjibani,Syrup,Mritasanjibani (Bajikaran),AY-71-A-041,Ayurvedic
351,Alme Laboratories (Ayurvedic),Flora Guard,Capsule,Brewers Yeast,AY-71-A-047,Ayurvedic
352,Alme Laboratories (Ayurvedic),Argin-X 500 mg,Capsule,Ratibilas Bati,AY-71-A-048,Ayurvedic
353,Alme Laboratories (Ayurvedic),Kamini Vidravan Ras,Capsule,Kamini Vidravan Ras,AY-71-A-049,Ayurvedic
354,Alme Laboratories (Ayurvedic),Thistle-B 140 mg,Capsule,Milk Thistle 140 mg,AY-71-A-051,Ayurvedic
355,Alme Laboratories (Ayurvedic),Pmace 500 mg,Capsule,Evening Primrose Oil,AY-71-A-052,Ayurvedic
356,Alme Laboratories (Ayurvedic),Uroace 160 mg,Capsule,Saw Palmetto 160 mg,AY-71-A-053,Ayurvedic
357,Alme Laboratories (Ayurvedic),Ginko-B 60 mg,Capsule,Ginkgo Biloba 60 mg,AY-71-A-050,Ayurvedic
358,Alme Laboratories (Ayurvedic),D-Vitcin,Liquid,Aravindasav,AY-71-A-001,Ayurvedic
359,Alme Laboratories (Ayurvedic),D-Dinoge,Liquid,Kutajarista,AY-71-A-002,Ayurvedic
360,Alme Laboratories (Ayurvedic),D-Cid,Liquid,Amalaki Rasayan,AY-71-A-003,Ayurvedic
361,Alme Laboratories (Ayurvedic),D-Kalamegh,Liquid,Kalameghasav,AY-71-A-004,Ayurvedic
362,Alme Laboratories (Ayurvedic),D-Feronum,Liquid,Louhasav,AY-71-A-005,Ayurvedic
363,Alme Laboratories (Ayurvedic),Tribulas,Liquid,Dasamularista,AY-71-A-006,Ayurvedic
364,Alme Laboratories (Ayurvedic),D-Femolina,Liquid,Patrangasav,AY-71-A-007,Ayurvedic
365,Alme Laboratories (Ayurvedic),D-Vasaka,Liquid,Vasakarista / Vasakasav,AY-71-A-008,Ayurvedic
366,Alme Laboratories (Ayurvedic),S-Kin,Liquid,Saribadyarista,AY-71-A-009,Ayurvedic
367,Alme Laboratories (Ayurvedic),D-Vitason,Liquid,Balarista,AY-71-A-010,Ayurvedic
368,Alme Laboratories (Ayurvedic),Cardioace,Liquid,Arjunarista,AY-71-A-011,Ayurvedic
369,Alme Laboratories (Ayurvedic),Gyno Win,Liquid,Ashokarista,AY-71-A-012,Ayurvedic
370,Alme Laboratories (Ayurvedic),D-Alka,Liquid,Chandanasav,AY-71-A-013,Ayurvedic
371,Alme Laboratories (Ayurvedic),D-Livanin,Liquid,Rohitakarista,AY-71-A-014,Ayurvedic
372,Alme Laboratories (Ayurvedic),D-Peptazine,Liquid,Mustakarista,AY-71-A-015,Ayurvedic
373,Alme Laboratories (Ayurvedic),Alme Gasnil,Capsule,Hingastak Churna,AY-71-A-054,Ayurvedic
374,Alme Laboratories (Ayurvedic),Alme Isabgul,Powder,Isabgul Plane,AY-71-A-055,Ayurvedic
375,Alme Laboratories (Ayurvedic),Ispaghul,Powder,Ispaghula Husk,AY-71-A-056,Ayurvedic
376,"Altex Laboratories Ltd., (Ay)",Altovita,Liquid,Aswagandharista,AY-41-A-007,Ayurvedic
377,"Altex Laboratories Ltd., (Ay)",Altorist,Liquid,Punarnavadyarista,AY-41-A-008,Ayurvedic
378,"Altex Laboratories Ltd., (Ay)",Altozin,Liquid,Dasamularista,AY-41-A-014,Ayurvedic
379,"Altex Laboratories Ltd., (Ay)",Altopep,Liquid,Jirakadyarista / Jirakarista,AY-41-A-016,Ayurvedic
380,"Altex Laboratories Ltd., (Ay)",Altomin,Liquid,Ashokarista,AY-41-A-001,Ayurvedic
381,"Altex Laboratories Ltd., (Ay)",Altofed,Liquid,Amritarista,AY-41-A-002,Ayurvedic
382,"Altex Laboratories Ltd., (Ay)",Altosina,Liquid,Kutajarista,AY-41-A-005,Ayurvedic
383,"Altex Laboratories Ltd., (Ay)",Altoline,Liquid,Chandanasav,AY-41-A-006,Ayurvedic
384,"Altex Laboratories Ltd., (Ay)",Altro-B,Liquid,Balarista,AY-41-A-010,Ayurvedic
385,"Altex Laboratories Ltd., (Ay)",Altomat,Liquid,Abhayarista,AY-41-A-011,Ayurvedic
386,"Altex Laboratories Ltd., (Ay)",Altocid,Liquid,Amalaki Rasayan,AY-41-A-012,Ayurvedic
387,"Altex Laboratories Ltd., (Ay)",Coftuch,Liquid,Draksharista,AY-41-A-013,Ayurvedic
388,"Altex Laboratories Ltd., (Ay)",Altocard,Liquid,Arjunarista,AY-41-A-015,Ayurvedic
389,"Altex Laboratories Ltd., (Ay)",Altozyme,Liquid,Mustakarista,AY-41-A-017,Ayurvedic
390,"Altex Laboratories Ltd., (Ay)",Altroderma,Liquid,Saribadyarista,AY-41-A-018,Ayurvedic
391,"Altex Laboratories Ltd., (Ay)",Vasatex,Liquid,Vasakarista / Vasakasav,AY-41-A-019,Ayurvedic
392,Amee Laboratories (Ay),Amee Vit-G,Liquid,Aswagandharista,AY-13-A-001,Ayurvedic
393,Amee Laboratories (Ay),Serme,Liquid,Saribadyasav,AY-13-A-002,Ayurvedic
394,Amee Laboratories (Ay),Amee Amlaki,Liquid,Amalaki Rasayan,AY-13-A-003,Ayurvedic
395,Amee Laboratories (Ay),Azmalin,Liquid,Draksharista,AY-13-A-004,Ayurvedic
396,Amee Laboratories (Ay),Minestued,Liquid,Ashokarista,AY-13-A-005,Ayurvedic
397,Amee Laboratories (Ay),U-KR,Liquid,Chandanasav,AY-13-A-006,Ayurvedic
398,Amee Laboratories (Ay),Lico-KR,Liquid,Patrangasav,AY-13-A-007,Ayurvedic
399,Amee Laboratories (Ay),Allay,Liquid,Mustakarista,AY-13-A-008,Ayurvedic
400,Amee Laboratories (Ay),Amee Cold,Liquid,Vasakarista / Vasakasav,AY-13-A-009,Ayurvedic
401,Amee Laboratories (Ay),Udaayan Vaskar,Liquid,Udaya Bhaskar,AY-13-A-010,Ayurvedic
402,Amee Laboratories (Ay),Amee Quein,Tablet,Raja Prabartini Bati,AY-13-A-011,Ayurvedic
403,Amee Laboratories (Ay),Ameshandi,Tablet,Brihat Vat Gajangkush,AY-13-A-012,Ayurvedic
404,Amee Laboratories (Ay),Amee Asmalin,Tablet,Swaskaschintamoni,AY-13-A-013,Ayurvedic
405,Amee Laboratories (Ay),Amee Liquorine,Tablet,Pradarantak Louha,AY-13-A-014,Ayurvedic
406,Amee Laboratories (Ay),Ameedys,Liquid,Kutajarista,AY-13-A-015,Ayurvedic
407,Amee Laboratories (Ay),Tek Clim,Tablet,Trushanadya Louha,AY-13-A-016,Ayurvedic
408,Amee Laboratories (Ay),Freshinn,Tablet,Labangadi Bati,AY-13-A-017,Ayurvedic
409,Amee Laboratories (Ay),Vegaan,Tablet,Kamini Vidravan Ras,AY-13-A-018,Ayurvedic
410,Amee Laboratories (Ay),Ameplex,Liquid,BrahmiRasayan / Sarswatarista,AY-13-A-019,Ayurvedic
411,Amee Laboratories (Ay),Feverfit,Oil (Liquid),Aswaganda Taila,AY-13-A-020,Ayurvedic
412,Amee Laboratories (Ay),Viger,Tablet,Brihat Chandrodaya Makardwaja,AY-13-A-021,Ayurvedic
413,Amee Laboratories (Ay),Amee CL 500,Tablet,Ratibilas Bati,AY-13-A-022,Ayurvedic
414,Amee Laboratories (Ay),Vigoton,Liquid,Bhimras,AY-13-A-023,Ayurvedic
415,Amee Laboratories (Ay),Maglif,Liquid,Kalameghasav,AY-13-A-024,Ayurvedic
416,Amee Laboratories (Ay),Varme,Tablet,Vaskar Lavan,AY-13-A-025,Ayurvedic
417,Amee Laboratories (Ay),Vic-M,Liquid,Mritasanjibani Jwar,AY-13-A-026,Ayurvedic
418,Amee Laboratories (Ay),Ameebak,Liquid,Sanjivani Rasayan,AY-13-A-028,Ayurvedic
419,Amee Laboratories (Ay),Rist-X,Liquid,Balarista,AY-13-A-034,Ayurvedic
420,Amee Laboratories (Ay),Fibar,Tablet,Kurchi,AY-13-A-042,Ayurvedic
421,Amee Laboratories (Ay),Meg 3inn,Capsule,Kalamegh,AY-13-A-046,Ayurvedic
422,Amee Laboratories (Ay),NT Sep,Ointment,Comfrey,AY-13-A-045,Ayurvedic
423,Amee Laboratories (Ay),Amee 2 Z gol,Capsule,Spirulina,AY-13-A-027,Ayurvedic
424,Amee Laboratories (Ay),Zouban,Powder,Nagbaladya Churna,AY-13-A-029,Ayurvedic
425,Amee Laboratories (Ay),X-Part,Oil (Liquid),Shri Gopal Taila,AY-13-A-030,Ayurvedic
426,Amee Laboratories (Ay),Depx,Liquid,Upasam,AY-13-A-031,Ayurvedic
427,Amee Laboratories (Ay),Chil-Vit,Liquid,Aravindasav,AY-13-A-032,Ayurvedic
428,Amee Laboratories (Ay),Agebak,Liquid,Dasamularista,AY-13-A-033,Ayurvedic
429,Amee Laboratories (Ay),Amekol,Ointment,Dadru Dalan,AY-13-A-035,Ayurvedic
430,Amee Laboratories (Ay),Amed 500,Tablet,Kutajaghana Bati/Kutaja Bati,AY-13-A-036,Ayurvedic
431,Amee Laboratories (Ay),Long Vit-G,Capsule,Ginkgo Biloba 120 mg,AY-13-A-040,Ayurvedic
432,Amee Laboratories (Ay),Amegol,Capsule,Ashwagandha,AY-13-A-043,Ayurvedic
433,Amee Laboratories (Ay),Ame-lif,Capsule,Cowhage,AY-13-A-044,Ayurvedic
434,Anirban Medicinal Industries (Ay),Bronchofera,Liquid,Maha Draksharista,AY-39-A-001,Ayurvedic
435,Anirban Medicinal Industries (Ay),Pepnic,Liquid,Mustakarista,AY-39-A-002,Ayurvedic
436,Anirban Medicinal Industries (Ay),Piparex,Liquid,Vidangarista,AY-39-A-003,Ayurvedic
437,Anirban Medicinal Industries (Ay),Astanon,Tablet,Kamini Vidravan Ras,AY-39-A-004,Ayurvedic
438,Anirban Medicinal Industries (Ay),Anigyl,Liquid,Kutajarista,AY-39-A-005,Ayurvedic
439,Anirban Medicinal Industries (Ay),Arocin,Liquid,Jirakadyarista / Jirakarista,AY-39-A-006,Ayurvedic
440,Anirban Medicinal Industries (Ay),Odinal,Liquid,Punarnavadyarista,AY-39-A-007,Ayurvedic
441,Anirban Medicinal Industries (Ay),Feverex,Liquid,Amritarista,AY-39-A-008,Ayurvedic
442,Anirban Medicinal Industries (Ay),Arjunarist,Liquid,Arjunarista,AY-39-A-009,Ayurvedic
443,Anirban Medicinal Industries (Ay),Dentacure,Liquid,Dantyarista,AY-39-A-010,Ayurvedic
444,Anirban Medicinal Industries (Ay),Branex,Liquid,BrahmiRasayan / Sarswatarista,AY-39-A-011,Ayurvedic
445,Anirban Medicinal Industries (Ay),Vinetex,Liquid,Dasamularista,AY-39-A-012,Ayurvedic
446,Anirban Medicinal Industries (Ay),Dijent,Liquid,Jamani Arka,AY-39-A-013,Ayurvedic
447,Anirban Medicinal Industries (Ay),Diaban,Liquid,Jambadyarista,AY-39-A-014,Ayurvedic
448,Anirban Medicinal Industries (Ay),Arovin,Liquid,Aravindasav,AY-39-A-015,Ayurvedic
449,Anirban Medicinal Industries (Ay),Fecof,Liquid,Vasakarista / Vasakasav,AY-39-A-016,Ayurvedic
450,Anirban Medicinal Industries (Ay),Lurin,Liquid,Ashokarista,AY-39-A-017,Ayurvedic
451,Anirban Medicinal Industries (Ay),Hemotone,Liquid,Louhasav,AY-39-A-018,Ayurvedic
452,Anirban Medicinal Industries (Ay),Pyorin,Powder,Dashan Sanskar Churna,AY-39-A-019,Ayurvedic
453,Anirban Medicinal Industries (Ay),Aphaliv,Liquid,Rohitakarista,AY-39-A-020,Ayurvedic
454,Anirban Medicinal Industries (Ay),Anicin,Tablet,Karpur Ras,AY-39-A-021,Ayurvedic
455,Anirban Medicinal Industries (Ay),Carzin,Tablet,Vaskar Lavan,AY-39-A-022,Ayurvedic
456,Anirban Medicinal Industries (Ay),Chyabanprash,Semi-Solid,Chyabanprash,AY-39-A-023,Ayurvedic
457,Anirban Medicinal Industries (Ay),Pavorin,Liquid,Chandanasav,AY-39-A-024,Ayurvedic
458,Anirban Medicinal Industries (Ay),Leucocin,Liquid,Patrangasav,AY-39-A-025,Ayurvedic
459,Anirban Medicinal Industries (Ay),Dermacin,Ointment,Dadru Dalan,AY-39-A-026,Ayurvedic
460,Anirban Medicinal Industries (Ay),Cincola,Liquid,Aswagandharista,AY-39-A-027,Ayurvedic
461,Anirban Medicinal Industries (Ay),Rheum Oil,Oil (Liquid),Batrakhashi Taila,AY-39-A-028,Ayurvedic
462,Anirban Medicinal Industries (Ay),Gasto Pain,Tablet,Mahagni Bati,AY-39-A-029,Ayurvedic
463,Anirban Medicinal Industries (Ay),Skinal,Liquid,Saribadyarista,AY-39-A-030,Ayurvedic
464,Anirban Medicinal Industries (Ay),Anicid,Liquid,Amalaki Rasayan,AY-39-A-031,Ayurvedic
465,Anirban Medicinal Industries (Ay),Rheumed,Liquid,Rasnasav,AY-39-A-032,Ayurvedic
466,Anirban Medicinal Industries (Ay),Balarist,Liquid,Balarista,AY-39-A-033,Ayurvedic
467,Anirban Medicinal Industries (Ay),Leucap,Capsule,Pradarantak Ras,AY-39-A-034,Ayurvedic
468,Anirban Medicinal Industries (Ay),Livocil,Capsule,Arogya Vardhani,AY-39-A-035,Ayurvedic
469,Anirban Medicinal Industries (Ay),Rheucin,Capsule,Nagendra Bati,AY-39-A-036,Ayurvedic
470,Anirban Medicinal Industries (Ay),Pulmocin,Capsule,Swaskaschintamoni,AY-39-A-037,Ayurvedic
471,Anirban Medicinal Industries (Ay),Tinocap,Capsule,Manikya Ras,AY-39-A-038,Ayurvedic
472,Anirban Medicinal Industries (Ay),Menocin,Capsule,Raja Prabartini Bati,AY-39-A-039,Ayurvedic
473,Anirban Medicinal Industries (Ay),Hepacin,Capsule,Nabayas Louha,AY-39-A-040,Ayurvedic
474,Anirban Medicinal Industries (Ay),Menizin,Capsule,Mahalaksmi Bilas (Shirorog),AY-39-A-041,Ayurvedic
475,Anirban Medicinal Industries (Ay),Silgold,Capsule,Brihat Purnachandra Ras,AY-39-A-042,Ayurvedic
476,Anirban Medicinal Industries (Ay),Laxatig,Capsule,Icchabhedi Ras,AY-39-A-043,Ayurvedic
477,Anirban Medicinal Industries (Ay),Varvitone Plus,Liquid,Bhimras,AY-39-A-044,Ayurvedic
478,Anirban Medicinal Industries (Ay),Pilin,Liquid,Abhayarista,AY-39-A-045,Ayurvedic
479,Anirban Medicinal Industries (Ay),Androliv,Liquid,Kalameghasav,AY-39-A-046,Ayurvedic
480,Anirban Medicinal Industries (Ay),Spermovit,Liquid,Sanjivani Rasayan,AY-39-A-047,Ayurvedic
481,Anirban Medicinal Industries (Ay),Spertum,Modak,Sukrasanjibani Modak,AY-39-A-048,Ayurvedic
482,Anirban Medicinal Industries (Ay),Peptinal,Capsule,Dhatri Louha,AY-39-A-049,Ayurvedic
483,Anirban Medicinal Industries (Ay),Dimazol,Capsule,Pijushballi Ras,AY-39-A-050,Ayurvedic
484,Anirban Medicinal Industries (Ay),Sinuzin,Capsule,Kaphaketu,AY-39-A-051,Ayurvedic
485,Anirban Medicinal Industries (Ay),Cyrona,Capsule,Barunadya Louha,AY-39-A-052,Ayurvedic
486,Anirban Medicinal Industries (Ay),Dialium,Capsule,Basanta Kusumakar Ras,AY-39-A-053,Ayurvedic
487,Anirban Medicinal Industries (Ay),Diatra,Capsule,Bhubaneswar,AY-39-A-054,Ayurvedic
488,Anirban Medicinal Industries (Ay),Corvit(A-Z),Capsule,Makardhwaj Rasayan,AY-39-A-055,Ayurvedic
489,Anirban Medicinal Industries (Ay),Neurozin,Capsule,Brihat Vat Gajangkush,AY-39-A-056,Ayurvedic
490,Anirban Medicinal Industries (Ay),Zin-15,Liquid,Brihat Agnikumar Ras (Agnimandaya),AY-39-A-057,Ayurvedic
491,Anirban Medicinal Industries (Ay),Evacuant,Semi-Solid,Haritaki Khanda / Amrita Haritaki,AY-39-A-058,Ayurvedic
492,Anirban Medicinal Industries (Ay),Rochok,Liquid,Upasam,AY-39-A-059,Ayurvedic
